Puzzle	Elapsed Minutes	Estimated Minutes	Difficulty	Improper
39...........4.69.7.5..9....87..596....4.8....436..82....2..4.8.58.1...........79	4.44	4.50	0	0
..1...2......5..6..2...1.4..3.4.8.....9...7.1.....7.5..7.6.3....4..2..1...3...6..	6.21	8.41	0	0
4..8.76.3.....9....612.......34....91.......5....9.8..9..6.24....27.....5.......7	13.68	4.98	0	0
..6..794.5.7...........3.753..5...........8.....3.1..469.24............8.438..2..	7.20	5.11	0	0
...2.........36...8.....74.....6.......3.98...37....5..45.973.8.6......7..8..15..	11.94	8.65	1	0
..3...9.7...74..1.8....3....6........9...48.6..5.87..12...5..74.3......9....761..	32.03	19.88	1	0
...2...1.9.....6..5....783......49..3....6...8..75..6...59......8.1....5..3..2.7.	11.24	6.17	1	0
.43.1.....6..524..5.7...2....5..6...4.......9...9..3....4...9.2..948.63.....2..7.	14.35	12.81	1	0
.8..1324.......19.........8.....6.3.9.......57..3...1.87......262.8.7.....3.9....	12.04	9.28	0	1
72.8....9..95....4.......5......4.616.......7.8.6.9....1.......2....84..3...71..5	8.77	6.19	0	0
3....7...17...8.5..4.5.............2...96...4..2.3..8...5...4....7.2..1.69...5...	8.86	5.50	0	1
.9.......2..8.6.4.7.6...2......6.....2.7..3.187.5.2..........2.5.9.8.......31.5..	11.94	9.04	1	1
.....34..2.3.....67.51..32.9..5.4..............69.7..1.71..52.93.....5....23...6.	7.77	6.67	0	0
...571.....68..4.1.8....3..9.514............7.....9..3.......8..92......3....21.6	14.69	8.20	0	0
8.34.69.2.6...............7.8..1..9...257.3..3.......6.5.....8.........3..72.84..	6.14	4.96	0	0
...........4.1..581...5..6.96.1............96.3.2.....49...3......6...87..5.9....	7.80	6.04	0	0
8...7..35.....5.4.5.......9..2.1..8..3......7..93......1..8792...6.5.........47..	8.84	8.80	1	0
2....7.8......92...1.4.....7.....4...4.8.1.2...9.....6.....4.7...51......9.23..65	21.46	10.80	1	0
...7.8.....6.4....2..6.5..8.12...5..6.......973.....46.........8..4.9..3.2.8.3.1.	71.47	22.83	1	0
...43......9.7.4...8...9.6...1.2...442...7.967...6...2.7.8.......8.9.1.....2.3...	5.77	4.68	0	0
.......15.2...6.3.3..4........8..72.2...7.169..1..4.5.1.4.5.8...5.9......3...8...	12.05	7.22	1	0
......1......4...2196.7..4..8...15......8......76..92..5..2.8143..........2....9.	7.26	5.63	0	0
4.7...85...8...9..93......151.8.4...3....91.....2........64.2.88.......4.....173.	22.13	11.93	1	0
.984.52....4...9......8.....3.....8.............617..91..5.3..2.73.4..5.5.......6	21.03	7.84	1	0
.7.2.3.6...8...9..3.......15.......6.36...47..91...23..2.796........4.......1....	8.95	6.59	0	1
..75....2.569......2......3..9..43......238....5.8....4....5..67.3.....1.....6.8.	7.45	4.48	0	1
...7.6.5........29..91....7.8....675.7..5......6..82..13...........65.8.4....1...	3.02	4.32	0	0
1............9.6.89..35...7.6....5..3.7..2..4..5....8.7...86..26.3.2............5	8.15	8.25	1	0
....5..6...........6..3...2.......2....1.24....3.6.5..5..7.4...8.2...1.7..7...3.8	6.89	6.33	0	0
.2.....3.6..5.2..8..3.1..5....9.58.............43......52.9..1.3..7.....91.....64	12.88	5.34	0	0
..7.3....8.62..3.4......6...1...2.7...........5.4...1...8......4.35.7..6..1.9....	4.14	5.75	0	0
73......6...8.1..7..5.9.1...2..1..8...8..49...1.....3...9.6.......9.8...3......7.	7.02	9.29	1	0
45...1..3..7....46....4....7...2..6...8..31...9......8....9....87.....9.3..6...21	19.56	15.18	1	0
..3.5..4.9...43...5....1..8.65......41.....76......92....2....9...18...4.26......	9.49	6.18	1	0
....5...7.41.6....8.94.......6..8.9.....958.......15...2...4..3.9.....657.....4..	11.58	5.56	1	0
.1..4...6...2.6..3..3......23....78.1.........98....62..5..81..4..5.3......9...27	19.25	8.54	1	0
..15.........4......5..93.25..2.8..3.......6.4....32.86.81..59...3.6.........51..	5.03	4.29	0	1
7...5.3.6............2.9......432....4.8.7............3..5...82.67...15.2.9.....3	9.21	8.78	0	1
.....9...1.7.2.......1..9.8.3..58..7841..6.....5.3..9.218...3..3.9....157........	5.88	4.91	0	0
..73.4...8...6...4......1........27.9..8.6....53...48...5.7.9......1...5..9...7..	6.87	6.58	0	1
78...46.5...235...........1......2...3.....6...17....92.....9.....513...5.3....7.	2.98	4.56	0	0
7.3...2..89.....47....49...5....6..2.29...56.6..9....3...26....91.....75..7...4.8	5.02	3.31	0	0
7..4..3......15........6.8.96...1........8.1..235....92.....4....7.8.........71..	12.47	6.87	0	0
..95..2....8.1.3..31..78...6.........75.............92453.....99....1..5.....3.6.	4.45	5.18	0	0
.4.....1.1..6.3.......4..5.7.......943......8.8.4.......9...1...1.3.6.2.2..1.7..6	17.71	10.36	1	0
.6..7..2.5.....1....83...6...7.4....85.6...1.......35..7...16..3.4.9........8....	20.29	16.88	1	0
......4....54.7..24.23...6....7.3....3......1..4..138.12..........9...267.9.5....	27.89	13.20	1	0
.2..1......1..57.35437..12...53..................586........2..49.....7.7..9.2.36	9.60	6.02	0	0
..13.94.....1.2.7..4...8.5..642.159...2.6.3.....4.7.....6...24..8.....1..........	5.29	4.20	0	0
.7...........42..11.8...7...8...6..5.6.....2.3..5.9.8...4.....37..28......9..4.5.	7.85	6.28	0	1
...65.2...81....5.3........8.....74..5.946.....9......2..17..........6.8.....49..	13.85	6.56	0	0
...93...717.....35.......2....6..21.6.......3..7..8.....5......31...2.492...54...	8.38	7.39	0	0
.8...........5..285.16..3....4.8..1.75.1.9.6..9..6.8....6..4..782..9...........8.	5.12	6.60	0	0
.3....84..65.....11......6781..2......2..7....591........48..1......1.35.....59..	5.33	5.08	0	1
.985.........32......6.8...74.26.19........4...1..3..59......231.4...9....7.8..1.	6.66	3.95	0	0
...21.......5.861...3......31.....49..6......5..723.....4...8.2...69....2..4..5..	12.62	5.40	0	0
2.........64.......8129..4.9....54..6.37....5.....3.....68.....75...6......5.172.	13.09	6.89	0	1
1..485.......3......9...4.72.4...9.8...5.8.....7.....19.2...1......9.......613..4	7.70	5.28	1	0
.1....9.66...8...14...2....58..3.......95.....3....89.....61..8.7..........3...64	6.32	6.64	1	0
....8..4.8.1...67...475......72...9...6.......9...52......379...6....7.4.53.9....	4.78	5.44	0	1
.19..7...8.....5....7.23...9.36...7..4...........9.82..3.7.86...6..4..5.2........	6.34	4.80	0	0
..97.........59...8..1.6...1.2.3...6...5..7...48..........68.4..3....1.7...2...5.	8.93	5.73	0	0
.....923.7..36.....8.........2...97...62.51...4...1..8......48.....92..6.1.......	10.74	8.19	0	0
1....4.7...91...6...63....4......7.1..3.2.9..8.2......6....78.......125..3.8.....	19.30	9.78	1	0
.89.3....2.....1..4.16...5...6..5..88.....261...2......7..8...9..5.9........1.4..	4.75	4.34	0	0
..1.4...7..2...58.53.8..6....34....61....3.......571...65..1.4.......2..8..2.....	17.25	9.40	1	0
2..64.3..89.........3......4..9..73....32...1.....7.8.38....5....61..97..7......6	32.88	24.77	1	0
..8....7...1.6..8997......6........1.....3...7...9.6.4.....5...84........127.83..	7.95	8.16	0	0
.4..93..6.....6..3..8.7...5574.31....6..4.......7......9..6...7...5..8.........6.	6.22	7.10	0	0
...5.4....473.295.5...7...636.....79.9.....2.27.....646...8...3.136.984....1.3...	3.48	3.22	0	0
....7....5..2.4..1.7.193.4.7.4...5.9.8.....1.3.2...6.4.6.912.5.9..3.6..7....8....	4.07	3.44	0	0
.......5.2.13..4...6.1..32.....4.79....2......38.5.........8.7...3..45.91.......8	12.53	10.33	1	0
...36..8.2.51.7.....7.2........52........3625.9....3..7.8.....6....76..8..4.....3	6.55	4.51	0	0
8..3..5.4.........9.1..........3.9.7.1.5...6.6.2........6..84.3....4......5..1..8	13.85	5.50	1	0
.4..5..2.1..7..3.6.8.3..7........18.4.......3.91........9..6.5.7.8..2.......9..7.	7.42	6.56	1	0
..8.3...........2734..56....8...5.4...3...2.....48..1........7115..........24.9..	7.68	7.83	1	0
..8.1...5.....7...4...3..........7.33.1..68...7..4.91.2.358...1.....2...5..7..4..	8.51	7.51	1	0
......354..9......3..546...7682..........7......9..8.3...3254..........7941...5..	11.06	7.29	1	0
7...39.2....51.8.4.2......3..46......3......18.2....3.19......7..78.........9.1..	5.26	4.77	0	1
.736.9.......8..3........9..2.....73..1...9..54.1...8..6........9..5......87934..	7.12	5.35	0	0
8..4...122...7.6...1...3.....7.....1.3.....8.9..5.27.....9.......1.3...565...7..9	9.58	7.76	1	0
..93...4.4......8...86...17.4...8.9..7........52..31...9..6...5......8..3...12...	5.80	6.06	0	0
..4.5....382...........1.471...7..5..3....4.8.5..9.6......4......1..9.8.97.5..3..	17.22	4.53	0	0
...7....3.9.8...7...1.5.........9.61..53.47...8.6.7.....3...2..56.....9......2...	7.02	5.66	1	0
.8..4...3..9...46.....2..8..7.9..5..3.......7..6..2.1..2..1.....67...14.8...7..3.	16.12	7.95	1	0
.....21...7.....9.....59.86.3......88..3.5..79......6.3...7...5.9..1..2...75.....	8.46	10.41	1	1
.2.....7.4..7.691......3....3..5....78.36.2.1.....1..7.......2.5.46..79...9.....3	5.51	5.41	1	0
..25.......5.7..43.1..49.5.9..1.3....26.5......34...1.........6..9..7..4.6....38.	8.67	8.46	1	0
531..7.....9.......8.4...3....2.5..3.....1...7...4.28...3....79........5.4.73..6.	19.93	11.43	1	0
..748.....2...1.6......2..7.96.....28.1...4.62.....19.3..51.....5.3...8.....673..	30.33	20.17	1	0
3..2.8..5.2..5..9..5.9.4.7...3...4....18.35...8.....6...5...6.....492...91.....84	4.97	4.16	0	0
1..2....6...4.792...3..8..4.97.84...8159...4............4....517..12.........5...	6.05	5.88	0	0
6.8.....1...2.8...........7...1.6.5..4.......5.9.2.8.347......83..5.7.6...2......	5.68	5.19	0	0
.5.3.2.76...1.4....2.....9..6.945.8...5...2.........4...84.79..6..........1.6.8..	8.37	7.73	0	0
15.7.2.43..6...91..................1.4.816.5....4.5...98.1...75...5.3...3........	4.35	4.22	0	0
......43...6.2.5..24.5...8......83...3.....9...9..72...8.1.4..5..7.6.8...65......	21.34	16.16	1	0
.....1...6...7.1....46...3.8...6...54..8...6..5...321...52...4..6.1..3..3...5...1	8.95	7.68	1	0
..5..63...36....9.........1....5..7..48...........712.2..4...6.183.9..5.......8..	4.98	3.83	0	0
...32...1.6.....9....4..86.1.6...75..34.7.....5....1..81...9.......54.2.9...6....	3.54	3.42	0	0
.........49..7..63..2...4.....5.6....46.3.1.....7816....5...3...2.....7.8..3.2..9	19.66	6.13	0	0
..4.2......2...3..7...85..26...9.....714.28......6...33..1....6..9....1.....4.2..	4.35	6.96	0	1
.21.....4.9..6.......8....9....1.45...3..6.....4.8....2.9..3...6...5..7.3.....92.	7.49	5.63	0	1
43.5.2.9............56.31...1.....3...2.5.7.....7.9.5...69.7.............8.2.6.14	4.43	4.38	0	0
....86....57...618...97...2..5.6..9.7.......4.2..5.8..2...97...361...92....32....	7.64	6.03	1	0
....1...5..24..7...9.287.1...........23.7..5..4.1.9.3...5...8.....6.8...7...2...9	39.45	19.88	1	0
..17...2.3...9....5.8..36....5.....8.2.....1.6.....4.....1....9....6.8...43..25..	37.25	29.09	1	0
....8....5....3..4.6.....1.1.79....8.....7...28.....31..1...9....8275.........5..	10.41	8.43	1	0
7.5...6.........7921.3.....83.......6.1.7.2.........15.....3.26167..8.........8..	5.21	6.89	0	1
7.2....5.......9...6.3...47..4.8.69....1......35.2.1..4....2.7...8......21....5.8	3.80	3.91	0	0
...46..2.....3..1...52....4..815..39.........43...75.89.....3...2...........78...	10.25	7.08	1	0
.4.9.....9..6...7..5.81.3....7...5..39.....18..8.......35.84........3..62......5.	12.40	14.30	1	0
.53.4.8..8.......71.......6.8.....1.3..4.2..5...8.5..2.3...8.6...2.......6.9.7.3.	8.59	4.63	0	0
.5......1.....3...4...2...5..2.7.1...7......6..34...9.5....4.8...7.6.....1...26..	15.57	12.18	1	1
2...5..6........975..3....4.3.8....5.94........57..8...61.8.9......15...4....71..	7.20	5.06	0	0
...85.2...2.1.7.3.9....6....42.....87.......61.....54....7....4.9.2.1.7...3.9....	51.56	17.70	1	1
..2.......1..5..3....6..8.7...9.32...54...9....9..6...7.8.15..9.3..8..2...1...7..	11.16	6.43	0	0
5..9.6..7.4.1.2.8...98.35..4.3...7.1.9..3..5...7...4.............42976..6.......2	5.98	4.12	0	1
7....8..6.5......1.8.7..2.3..1.35....28..........6..8..9.......43......2..5.1.34.	8.73	6.95	1	0
296....3.3.......51....6.7.....9..1....3.89.7..9.2.4......12...5.19....3.6..7....	14.85	4.58	0	0
.6.84.35.9............1.8..1.......37.5....2....9.3.4.4.2...6.9....38......4..1..	6.02	4.79	0	0
.2.....8.7.4.....3.1.9.8.5...14.2....7....53.6..7.9..1............594.....51.76..	10.79	7.03	1	0
..........9.4...5...29.3.....9.7.42....1......86.5.7....76.21.......4..6.4..1....	5.67	4.84	0	0
..........2.8.7.1.6...2...5..19.87..9.......1......83....5.3....82...34..9.....7.	5.15	5.25	0	0
....83....73.1....9.2.........7.8.95...46.87..5.........4....2..3.6....87....4.3.	3.87	6.31	0	0
9..3.6..7..1...58.......3..1...4......59.1.....2...8.....7.8...7...34..6.5.....7.	8.15	4.67	0	0
6...2...959.....7....5.3..8..9..51..............7.45.....3.8...71.....623.......5	5.85	4.00	0	0
..5..28....761..9..4..8.3...8.......45.......9.3...4..3.17.9....7.3....2.......1.	13.60	9.27	1	0
1..........4.5...1.38..9........452..4....3....21....7...67..3....2..6.8.9...3...	23.69	9.34	1	0
1...5...3..9......83.....9...45.3...............7.21..72.9.1.64..8...3..4...6...5	5.48	5.64	0	0
.1..7....5..19....2....6.4..93....6....5......7....39.........1....82..74......5.	7.16	5.54	0	0
2.....1.4..6..5...5..7...3.4...3.6.....1.8.......6..87.7...4..1...5..3....46....8	11.31	6.86	1	0
.43......5.....8.4.6...2..562.9.8..7..1.3......756....9.....16....3...7........52	19.58	18.29	1	0
..7....5......9..2.5.4...83.6...2.9...3...8...1.8...7.64...8.1.7..91.....8....4..	5.89	5.29	0	0
.6.31..8.8......1......9...1...9.2..3..6..8....8...7.....152.4.726.....9.........	9.75	4.67	0	0
..7....1.4.6...5...51...826...31.....6.9.2.5....685...2.....4....8.3.9.2.3....6..	6.44	4.75	0	0
..6..73..4.7.6..5.1......4.5...9.....9.2.1.......4...732......8.7....921..1...6..	6.57	5.52	0	0
.........38...4.6.....3.879...4......2.79...8915....2.......3....2.7..5..4.568...	5.81	5.03	0	0
.57...23...........28.3.49..4.8.5.............79.213...........4.5...6.923..9..58	11.30	5.22	1	0
.5...8.7.2..9....3....5....9..5..1....4...2...351....6....41...6....9..2.7.3...8.	5.40	6.36	0	0
..1...8...7.619........4...4.7...1.6..2......6.3...5.7...3......9.52..8...5...3..	14.57	6.54	0	0
4.3...62.....3...75.......13..128....74........86........39.21..4...2........78..	12.84	6.00	0	0
.673...2..9......41.........8..457....1.9......98...4..2..8..51.....2.7..5...73..	52.81	17.38	1	0
2..........61.2.5..5....8.3.4...56....5..19.....89......927.....2..6..87..8....9.	7.88	7.08	1	0
9..........748....3.15..6.....2..........425.8.53.1.........83.53......62..8.9..7	7.63	5.29	1	0
...8.3..2....7.8...5..421....9...5.64......9.86..2...15.6..8.............94.1..7.	15.81	10.60	1	0
2..........9..2..8....5.9.493.5...............1286......6..3...89......77...2.16.	5.83	6.90	0	0
.....3....1....59.5....6..78...5...4.4.....2.1...2...66...91..8.81...27....7.....	22.27	10.85	1	0
....5.....45...93.7.3...8.1....1.......6.5....38..946.........748......9.6..2..4.	6.91	6.43	0	0
3...9.......2..91..451....2.......9.23....4......687.5.7....6..8..6.....4....2.89	10.87	7.31	1	0
.3...75..1.8.29........49..........5.49...61...7.86...8.6.1.7......4.......5.....	4.65	3.99	0	0
.45..268...9...3....2.8.1...5.8.9.67..4...5............9.5.4.3....6.7....1..3..5.	9.42	9.19	1	0
....9..5.65......7..86..3..4..73.....6.1...4.....84..28.5..19..7......85.3..7....	17.88	6.81	1	0
..854.....31......6..1....32.....5..9......4......8.12...8...3.....748.5..4..5.76	24.22	29.63	1	0
.5.3...8.9....8....7..5...6.9.2...........8.55841..2...1....97......63..4..5...2.	3.86	5.84	0	0
.9.........5...6.373.....14....7....3.8..1.....148.2..............2.8..51...5397.	17.56	11.08	1	0
.5.3.4.1.4.....9....91..43......6......4.2....7....56..65.1..9.3.......5....8.3..	4.29	4.85	0	0
..5...9...6.159.8...17..3.....2.7.3...........1.8.6.5...46.1....9.38..6...7...8..	4.74	4.06	0	0
.36.9...............48..725..738.6..6..2.7..8.....9...9.37.68........1.........5.	10.56	7.12	1	0
..3.9..2.2....3..11.......7...1.....65....1.8.7...5.......8.7.58.......6.49.5....	4.07	5.10	0	0
...7.....4.9...126.1......49...87......5.2.......6.2.1.....8.4..4....7.9..3..4.85	4.78	4.79	0	0
...6..7...45...6......2549.2.....3..6.1.8....39.....455..2........3.6..8.26.1....	8.61	6.79	1	0
.1.7...4...2...3...3..15...3.......2..5...7.6..9..4.8.....8...19....1......32.6..	15.87	6.35	0	0
.....34...6.....97...986.....6.9.3..9..8.7..1..4...7.....738...75.....32..95.1...	18.23	16.33	1	0
.9..8...35.46..........164..2.......1.8..5..2..9.4......5....38..3.1..2.7...3....	14.45	7.83	1	0
2...........9...4.....25..8..81......1....3....684...9.....92..3...5.....67..819.	8.44	6.40	1	0
..57..43..............3..1..5.4.1..8..4...1..2..9...4.8...7...6...1..7...37..98..	4.83	5.67	0	0
4.......1.1...3.7...3.4.2..7.85..6....2.........2.73.5..7.9.8...8.6.2.1.9.......4	25.94	14.37	1	1
.....1.....27...34......9.7.....951..1.....8..654.....2.7......89....2.....6.4...	14.51	7.47	1	0
......8...6....2.....19...712.5...6.6...2.4........79..1.25....3..4...2.54...1...	5.12	5.13	0	0
9.35.67..........32......91.6..9..57....8.........2...5..8....63.......9..24.3...	6.49	6.86	0	0
.62.........2.....37...4.68.4....7.6.......2..3..714......16.3....8...9.1...43...	16.06	11.99	1	0
...2.6....3.....2.2..3.4...6...9..31..5...8...2..8..943..9.1..6.8.....1....7.....	19.04	8.89	0	1
5....63....2.7....1..3...8.....6.9...2.8.5.6...6.1...3.8...2.......5.4..2.14....6	8.82	10.01	1	1
.....7...6.......3.2.8.5.6..7..2..5.41.....79..9...4..............1.2.8.3.6...5..	12.16	4.91	0	0
.6..9...7.9...7...7...5.4....8.2........7...1.2.8...3..4...3.6...3....7..8.4..3..	4.55	4.62	0	0
.8.....6...6...1....75.94..6...38..5.....6...8..75....7.82.46.3..3...8...2.....4.	13.66	5.93	1	0
............498..6.1.....75..8.1....3..5....9.6.9.2.5..........48..2..3..36...12.	11.92	6.01	0	0
4.8..5....3.7....4...2....86...7..3....1.8....5..4...1.....9...76...3.9.5..4..8.2	4.51	4.37	0	0
4....5..8.97.4......5..9....3.6...1.....1.....6...3.5....7..5..2.....84.3..2.4..6	13.05	7.04	1	0
.9.74......5.....9..48..5..4.....9.17.......2.38.....6..3..6...1....48.....39..2.	14.27	8.02	1	0
.1...76.5..4....9.....451.....76...2...2.....1...84.....897.....6....8..5.38.....	6.75	6.91	0	0
.51........31..7.9.....4.5..9..8..4..46.5.9.........28.6.4.....3.2..78........61.	3.93	6.42	0	0
...5........78..3.16.....7.6.....9.1......64..8.4.....2.18.....59..7..........48.	5.22	3.38	0	0
49....157.25.....31........25.48......9.32.....8.........86734......4.79.....58..	8.00	5.88	0	0
79..4.6...1....3...8.3....5.5.8.1..3.........4....3.5.2....4.....86.........2..41	4.19	5.37	0	0
...3....64...87...162......7.....51....8.9.....6.....3......3.7..825....6....8...	9.63	14.89	1	0
...63..15..8.14....3.9.....6.1.....484...9.6..2..............375...7.8..4..3..1..	10.03	8.27	0	0
..8..7.21..1......96....3......3.9.7...12.84.5....8..2..347....1...83...7..2.1...	27.61	19.64	1	0
...6.8...6.52.9..3.3.....9...2...4....4...3.....8.5..1.....2....1.....7..8.3.6.4.	4.33	4.21	0	0
....7.52.69.82..4..........53.2...9...9...1...7......8..........2..39..1.6..14...	15.55	5.73	1	0
3.8....17......5.....16...8...5.29....7........54.7...7...95.....6.....412....8..	14.85	17.03	1	0
..4....1.57.8..4.9.8.......6...1.2.3.........3.9.5.....5...1.6.4.3..7.28....8.7..	6.27	4.34	0	0
...9.53...3.62..5.4.8...9..1...7..43.9.5.3.8.57..8...2..5...2.1.6..12.3...28.7...	2.63	1.93	0	0
...26.......8...1...63.9...6.1.....54.......7..8...9.3..7..6....5..2...8...981...	15.63	12.60	1	1
5..6....2.98.7..1.....8..6...37.64..............2.9....314.89...49...35..........	5.46	4.62	0	1
83.6.....2....4.6......12734.....5........3...53...9.1...946....4...2.5...2..7...	28.92	13.15	1	1
....724...2..5..8.5.43.62..2.7...5..94.....78..8...6.9..25.18.3.5..2..4...983....	2.09	2.34	0	0
.5.1.346..........67.....98.3..49.1...2...6......2....8.......3..67.29....4...5..	9.20	7.83	1	0
....8......81.2...46......9.......9.......7.4..4867.1..........3.5.....6.9...5472	25.96	7.65	1	0
8....7...4....51..1..43..5.....9..3...2...46..6..7.....3......9..86....4...8....3	12.80	6.34	1	0
..3...8..6.......49..241...1..4.56.9...........68..7..2..71.........9..3..8...4..	9.61	6.62	1	0
.9......16.34......7431..2...9.2...5..75.6.9.....4..8..........1.5.67......9....8	7.53	5.28	0	0
.58....122.35.....96..2.....4....198..6..83......3..5....24.7..4..1.9...8..7....9	3.67	5.28	0	0
9.....5.1...........24.86....3.8...5..81.39..5.9.4.1....12.58.6...........5..6..7	8.26	5.59	0	0
..63.74..........2.5.1.6.8.53......9..........9....546...8.4.7.4.......5..87.56..	12.92	8.16	1	0
